@ HyperIMU - ianovir
@ Date:Tue Mar 31 16:30:20 EDT 2026, Sampling Rate:5ms

icm45631_accelerometer.x,icm45631_accelerometer.y,icm45631_accelerometer.z,mmc5616_magnetometer.x,mmc5616_magnetometer.y,mmc5616_magnetometer.z,orientation_sensor.x,orientation_sensor.y,orientation_sensor.z,icm45631_gyroscope.x,icm45631_gyroscope.y,icm45631_gyroscope.z
-0.5554548,4.544494,9.016937,12.4562,-4.8922,-36.234,201.27243,-26.397335,-7.556592,-0.07144525,0.4430938,0.5635681
-0.6541408,4.48419,8.986486,12.4684,-4.7702,-37.1978,200.98318,-26.411745,-7.6741877,-0.21964835,0.65751284,0.6684378
-0.92880064,4.883124,9.116596,13.0296,-5.4533997,-37.2222,200.2409,-26.302698,-8.035677,-0.23700172,0.8767615,0.7891786
-1.0817302,5.247791,9.078364,13.2492,-5.2338,-38.088398,199.60764,-26.261871,-8.285755,-0.162259,0.99810183,0.87492955
-1.0544214,5.3729625,8.805948,14.1276,-5.5144,-37.6004,199.22733,-26.26548,-8.568877,-0.09792496,1.0672822,0.9089368
-0.93007255,5.2618566,8.2532625,14.3228,-5.8315997,-38.5886,198.47656,-26.39788,-8.83678,-0.033507656,0.99375516,0.903441
-0.85689974,5.232303,8.216975,14.6765995,-6.8929996,-38.9058,198.00986,-26.88386,-8.853228,-0.03973622,0.65288305,0.8343773
-0.91944826,5.245846,8.883985,14.2862,-6.6246,-38.405598,197.3686,-27.108055,-8.86776,-0.058838245,0.07189491,0.68330973
-1.1052234,5.24607,9.810242,14.6644,-7.0759997,-38.8082,197.0923,-27.155396,-8.704488,-0.02559705,-0.3545783,0.5429839
-1.4200609,5.0534863,10.708292,14.7741995,-7.1126,-39.589,197.2523,-27.170864,-8.374456,0.05767247,-0.6247046,0.40513954
-1.8942624,4.6784945,11.45012,14.5302,-8.2106,-40.1014,197.21417,-27.211891,-7.956054,0.18141098,-0.6636914,0.29379153
-2.136002,4.1855884,11.52681,14.9206,-8.3204,-40.7846,197.58113,-27.361452,-7.358426,0.28554785,-0.45839873,0.31727353
-2.0705357,3.5227685,11.064579,14.2008,-8.9304,-41.48,197.5297,-27.52453,-7.055575,0.32904786,-0.16427411,0.45698315
-1.885359,3.060538,10.190845,13.493199,-9.333,-41.8826,197.5748,-27.823174,-6.764968,0.3013191,0.17431642,0.6730842
-1.9610757,3.226112,8.96434,14.249599,-10.1016,-41.7972,197.38297,-27.650183,-6.8959193,0.24153158,0.45651683,0.87839353
-2.0607343,3.5063083,7.8686185,13.822599,-11.0776,-42.992798,196.93768,-27.43197,-7.280177,0.14295712,0.5086935,0.988276
-2.0853498,3.7526867,7.2203884,14.1032,-11.431399,-43.2978,196.30507,-27.585445,-7.2724495,0.012440467,0.2723746,0.99032444
-1.9529952,4.252626,7.454422,14.457,-12.6636,-43.4198,195.81706,-27.693323,-7.0678754,-0.13038342,-0.25195694,0.882124
-1.0311527,4.5100775,8.961348,14.151999,-12.907599,-44.2982,195.54173,-27.618345,-6.208844,-0.121057235,-1.0634518,0.62766904
-0.24690205,4.26527,10.29387,12.809999,-13.969,-44.712997,195.94835,-27.50651,-4.7566953,0.025430514,-1.345852,0.29302546
-0.059780225,4.119598,10.465429,11.9194,-13.7616,-45.103397,196.15985,-27.506355,-4.008324,0.13664529,-1.2743734,0.11904211
-0.22191256,3.9431005,10.168175,11.0654,-14.9816,-45.4206,196.81532,-27.56372,-3.3422644,0.22344545,-0.97417015,-0.017003637
-0.40955812,3.3720086,9.447744,10.3578,-15.323199,-46.3112,197.58301,-27.66642,-2.6365921,0.22867477,-0.38292325,-0.078273356
-0.62107086,3.146056,8.874258,9.943,-15.5794,-45.8232,197.83032,-26.583477,-2.5490937,0.2778371,0.36030722,-0.021150459
-1.1355999,3.2582092,7.435867,10.6262,-16.1406,-46.811398,198.09381,-26.810188,-2.8356662,0.35179707,0.64886945,0.0808214
-1.2782044,3.454908,6.5991683,10.4066,-16.7018,-47.116398,198.27802,-27.015879,-3.130161,0.32923105,0.4604305,0.24253082
-1.0690111,3.814861,6.2789435,10.7848,-17.0922,-46.4454,197.92062,-27.313137,-3.3600173,0.26131642,0.010425344,0.40182543
-1.0167875,4.147431,6.6726403,10.4676,-17.5436,-46.262398,198.11433,-27.478542,-3.2880425,0.2587184,-0.21871573,0.44784015
-0.6637176,4.4993033,7.229217,9.7112,-18.9588,-47.274998,198.19275,-27.806616,-2.8470268,0.36813456,-0.2785865,0.38075823
-0.21630116,4.5621514,7.206996,9.601399,-19.1418,-47.274998,198.4247,-28.138098,-2.5037336,0.47645158,-0.10393702,0.24692744
-0.17956513,4.5179334,7.073669,9.5526,-20.313,-47.397,198.28413,-28.55939,-2.341224,0.5491958,0.14995176,0.094877295
-0.5649568,4.612729,6.801104,9.3452,-20.483799,-47.1042,198.52213,-29.20116,-2.473061,0.56085354,0.22950746,0.022416156
-0.69663787,4.7673793,6.757634,9.1133995,-21.3744,-47.031,198.86984,-29.523685,-2.5701761,0.5368553,0.053675536,0.024131509
-0.5049521,4.95712,7.0766616,9.076799,-22.3748,-47.348198,199.26045,-29.986872,-2.5792325,0.5172203,-0.2576692,0.027312404
0.0012719197,5.208062,7.4533744,8.845,-22.997,-47.2628,199.86745,-30.58421,-2.2377448,0.5985413,-0.61800975,-0.046214584
0.14028525,5.3764043,8.02514,7.8202,-23.668,-47.189598,200.17024,-31.09752,-1.810488,0.7332714,-0.63406414,-0.10120578
0.3402011,5.386804,8.104672,7.7591996,-24.9734,-46.8236,200.9565,-31.758957,-1.4197326,0.9835296,-0.38042516,-0.2268595
0.21158758,5.5325513,7.557223,7.3322,-25.6932,-46.6406,201.72414,-32.598362,-1.2558324,1.1198585,-0.12940083,-0.32070425
-0.05259762,5.7511716,6.4781113,7.381,-26.9376,-46.6772,202.02377,-33.53852,-1.3010429,1.0026816,-0.20539261,-0.35737616
0.25243863,5.8500075,6.0865846,7.6372,-27.938,-45.725597,202.93575,-34.5721,-1.281762,0.43145272,-0.37599522,-0.24301378
0.40888476,6.1605053,6.623484,7.4175997,-28.5968,-46.030598,203.72833,-34.92987,-1.1242051,0.08824904,-0.47884974,-0.1306832
0.7508067,6.4861917,7.457265,6.71,-28.792,-45.8354,204.50934,-35.87607,-0.11707506,-0.10310432,-0.6966495,-0.08328618
1.0813562,6.438308,8.289325,6.466,-29.6216,-46.2502,205.39392,-35.779884,0.34794688,-0.23265505,-0.74346364,-0.21057197
1.2806735,6.566248,8.779388,5.368,-29.8412,-46.0672,205.7397,-35.647816,0.61531365,-0.32005474,-0.6331648,-0.3350266
